cve,epss,percentile,year,in_kev
CVE-2024-51831,0.00295,0.53131,2024,False
CVE-2024-51832,0.00295,0.53131,2024,False
CVE-2024-51833,0.00197,0.41658,2024,False
CVE-2024-51834,0.00295,0.53131,2024,False
CVE-2024-51835,0.00295,0.53131,2024,False
CVE-2024-51836,0.00295,0.53131,2024,False
CVE-2024-51837,0.00242,0.47701,2024,False
CVE-2024-51838,0.00295,0.53131,2024,False
CVE-2024-51839,0.00295,0.53131,2024,False
CVE-2024-51840,0.00295,0.53131,2024,False
CVE-2024-51841,0.00197,0.41658,2024,False
CVE-2024-51842,0.00295,0.53131,2024,False
CVE-2024-51843,0.00242,0.47701,2024,False
CVE-2024-51844,0.00295,0.53131,2024,False
CVE-2024-51845,0.00281,0.51775,2024,False
CVE-2024-51846,0.00197,0.41658,2024,False
CVE-2024-51847,0.00295,0.53131,2024,False
CVE-2024-51848,0.00295,0.53131,2024,False
CVE-2024-51849,0.00295,0.53131,2024,False
CVE-2024-51850,0.00295,0.53131,2024,False
CVE-2024-51851,0.00197,0.41658,2024,False
CVE-2024-51852,0.00197,0.41658,2024,False
CVE-2024-51853,0.00197,0.41658,2024,False
CVE-2024-51854,0.00295,0.53131,2024,False
CVE-2024-51855,0.00295,0.53131,2024,False
CVE-2024-51856,0.00285,0.52275,2024,False
CVE-2024-51857,0.00285,0.52275,2024,False
CVE-2024-51858,0.00285,0.52275,2024,False
CVE-2024-51859,0.00197,0.41658,2024,False
CVE-2024-51860,0.00197,0.41658,2024,False
CVE-2024-51861,0.00197,0.41658,2024,False
CVE-2024-51862,0.00295,0.53131,2024,False
CVE-2024-51863,0.00295,0.53131,2024,False
CVE-2024-51864,0.00295,0.53131,2024,False
CVE-2024-51865,0.00295,0.53131,2024,False
CVE-2024-51866,0.00295,0.53131,2024,False
CVE-2024-51867,0.00295,0.53131,2024,False
CVE-2024-51868,0.00197,0.41658,2024,False
CVE-2024-51869,0.00295,0.53131,2024,False
CVE-2024-51870,0.00295,0.53131,2024,False
CVE-2024-51871,0.00295,0.53131,2024,False
CVE-2024-51872,0.00295,0.53131,2024,False
CVE-2024-51873,0.00295,0.53131,2024,False
CVE-2024-51874,0.00295,0.53131,2024,False
CVE-2024-51875,0.00244,0.47854,2024,False
CVE-2024-51876,0.00295,0.53131,2024,False
CVE-2024-51877,0.00197,0.41658,2024,False
CVE-2024-51878,0.00197,0.41658,2024,False
CVE-2024-51879,0.00295,0.53131,2024,False
CVE-2024-51880,0.00197,0.41658,2024,False
CVE-2024-51881,0.00197,0.41658,2024,False
CVE-2024-51882,0.00242,0.47701,2024,False
CVE-2024-51883,0.00295,0.53131,2024,False
CVE-2024-51884,0.00295,0.53131,2024,False
CVE-2024-51885,0.00197,0.41658,2024,False
CVE-2024-51886,0.00295,0.53131,2024,False
CVE-2024-51887,0.00295,0.53131,2024,False
CVE-2024-51888,0.00223,0.45112,2024,False
CVE-2024-51889,0.00197,0.41658,2024,False
CVE-2024-51890,0.00197,0.41658,2024,False
CVE-2024-51891,0.00295,0.53131,2024,False
CVE-2024-51892,0.00295,0.53131,2024,False
CVE-2024-51893,0.00295,0.53131,2024,False
CVE-2024-51894,0.00295,0.53131,2024,False
CVE-2024-51895,0.00197,0.41658,2024,False
CVE-2024-51896,0.00197,0.41658,2024,False
CVE-2024-51897,0.00197,0.41658,2024,False
CVE-2024-51898,0.00197,0.41658,2024,False
CVE-2024-51899,0.00197,0.41619,2024,False
CVE-2024-51900,0.00137,0.33451,2024,False
CVE-2024-51901,0.00197,0.41658,2024,False
CVE-2024-51902,0.00197,0.41658,2024,False
CVE-2024-51903,0.00197,0.41658,2024,False
CVE-2024-51904,0.00197,0.41619,2024,False
CVE-2024-51905,0.00197,0.41658,2024,False
CVE-2024-51906,0.00197,0.41658,2024,False
CVE-2024-51907,0.00197,0.41658,2024,False
CVE-2024-51908,0.00197,0.41619,2024,False
CVE-2024-51909,0.00197,0.41619,2024,False
CVE-2024-51910,0.00197,0.41619,2024,False
CVE-2024-51911,0.00197,0.41619,2024,False
CVE-2024-51912,0.00197,0.41658,2024,False
CVE-2024-51913,0.00197,0.41658,2024,False
CVE-2024-51914,0.00197,0.41619,2024,False
CVE-2024-51915,0.00079,0.23606,2024,False
CVE-2024-51916,0.00197,0.41658,2024,False
CVE-2024-51917,0.00197,0.41658,2024,False
CVE-2024-51918,0.00197,0.41619,2024,False
CVE-2024-51919,0.00655,0.71422,2024,False
CVE-2024-51920,0.00197,0.41658,2024,False
CVE-2024-51921,0.00197,0.41658,2024,False
CVE-2024-51922,0.00145,0.34635,2024,False
CVE-2024-51923,0.00268,0.50508,2024,False
CVE-2024-51924,0.00364,0.58795,2024,False
CVE-2024-51925,0.00364,0.58795,2024,False
CVE-2024-51926,0.00364,0.58795,2024,False
CVE-2024-51927,0.00364,0.58795,2024,False
CVE-2024-51928,0.00364,0.58795,2024,False
CVE-2024-51929,0.00364,0.58795,2024,False
CVE-2024-51930,0.00364,0.58795,2024,False
CVE-2024-51931,0.00364,0.58795,2024,False
CVE-2024-51932,0.00364,0.58795,2024,False
CVE-2024-51933,0.00364,0.58795,2024,False
CVE-2024-51934,0.00364,0.58795,2024,False
CVE-2024-51935,0.00364,0.58795,2024,False
CVE-2024-51936,0.00364,0.58795,2024,False
CVE-2024-51937,0.00364,0.58795,2024,False
CVE-2024-51938,0.00333,0.56472,2024,False
CVE-2024-51939,0.00231,0.46033,2024,False
CVE-2024-51940,0.00231,0.46033,2024,False
CVE-2024-51941,0.00852,0.75302,2024,False
CVE-2024-51942,0.00108,0.28673,2024,False
CVE-2024-51944,0.00108,0.28673,2024,False
CVE-2024-51945,0.0019,0.40789,2024,False
CVE-2024-51946,0.00108,0.28673,2024,False
CVE-2024-51947,0.00108,0.28673,2024,False
CVE-2024-51948,0.0019,0.40789,2024,False
CVE-2024-51949,0.0019,0.40789,2024,False
CVE-2024-51950,0.0019,0.40789,2024,False
CVE-2024-51951,0.0019,0.40789,2024,False
CVE-2024-51952,0.00108,0.28673,2024,False
CVE-2024-51953,0.00108,0.28673,2024,False
CVE-2024-51954,0.00055,0.17587,2024,False
CVE-2024-51956,0.0019,0.40789,2024,False
CVE-2024-51957,0.00108,0.28673,2024,False
CVE-2024-51958,0.00138,0.33536,2024,False
CVE-2024-51959,0.00108,0.28673,2024,False
CVE-2024-51960,0.0019,0.40789,2024,False
CVE-2024-51961,0.00204,0.426,2024,False
CVE-2024-51962,0.00035,0.10672,2024,False
CVE-2024-51963,0.00108,0.28673,2024,False
CVE-2024-51966,0.00115,0.29801,2024,False
CVE-2024-51977,0.48684,0.97812,2024,False
CVE-2024-51978,0.53599,0.98039,2024,False
CVE-2024-51979,0.02322,0.85119,2024,False
CVE-2024-51980,0.00633,0.70786,2024,False
CVE-2024-51981,0.00775,0.74002,2024,False
CVE-2024-51982,0.01234,0.7956,2024,False
CVE-2024-51983,0.02059,0.84245,2024,False
CVE-2024-51984,0.00484,0.65668,2024,False
CVE-2024-51987,0.00144,0.34436,2024,False
CVE-2024-51988,0.00101,0.27555,2024,False
CVE-2024-51989,0.0009,0.25628,2024,False
CVE-2024-51990,0.00172,0.38363,2024,False
CVE-2024-51991,0.00313,0.54768,2024,False
CVE-2024-51992,0.00108,0.28697,2024,False
CVE-2024-51993,0.00025,0.07502,2024,False
CVE-2024-51994,0.00474,0.65165,2024,False
CVE-2024-51995,0.00143,0.34428,2024,False
CVE-2024-51996,0.00088,0.25313,2024,False
CVE-2024-51997,0.00175,0.38739,2024,False
CVE-2024-51998,0.00143,0.34311,2024,False
CVE-2024-52000,0.01005,0.77414,2024,False
CVE-2024-52001,0.00494,0.66131,2024,False
CVE-2024-52002,0.06987,0.91619,2024,False
CVE-2024-52003,0.0024,0.47545,2024,False
CVE-2024-52004,0.06647,0.91382,2024,False
CVE-2024-52005,0.00395,0.60741,2024,False
CVE-2024-52006,0.03365,0.87593,2024,False
CVE-2024-52007,0.00325,0.5581,2024,False
CVE-2024-52008,0.00101,0.2755,2024,False
CVE-2024-52009,0.00654,0.71356,2024,False
CVE-2024-52010,0.00901,0.7608,2024,False
CVE-2024-52011,0.0006,0.18977,2024,False
CVE-2024-52012,0.13709,0.94405,2024,False
CVE-2024-52013,0.00216,0.44203,2024,False
CVE-2024-52014,0.00238,0.47119,2024,False
CVE-2024-52015,0.00216,0.44203,2024,False
CVE-2024-52016,0.00216,0.44203,2024,False
CVE-2024-52017,0.00193,0.41056,2024,False
CVE-2024-52018,0.004,0.61063,2024,False
CVE-2024-52019,0.00386,0.60151,2024,False
CVE-2024-52020,0.00367,0.59031,2024,False
CVE-2024-52021,0.00367,0.59031,2024,False
CVE-2024-52022,0.00367,0.59031,2024,False
CVE-2024-52023,0.00183,0.39899,2024,False
CVE-2024-52024,0.00193,0.41056,2024,False
CVE-2024-52025,0.00183,0.39899,2024,False
CVE-2024-52026,0.00183,0.39899,2024,False
CVE-2024-52028,0.00193,0.41056,2024,False
CVE-2024-52029,0.00183,0.39899,2024,False
CVE-2024-52030,0.00216,0.44203,2024,False
CVE-2024-52032,0.00422,0.62447,2024,False
CVE-2024-52033,0.00363,0.5868,2024,False
CVE-2024-52034,0.00744,0.73423,2024,False
CVE-2024-52035,0.00192,0.40984,2024,False
CVE-2024-52043,0.00336,0.56803,2024,False
CVE-2024-52046,0.55384,0.9811,2024,False
CVE-2024-52047,0.0089,0.75929,2024,False
CVE-2024-52048,0.00091,0.25684,2024,False
CVE-2024-52049,0.00091,0.25684,2024,False
CVE-2024-52050,0.00118,0.30371,2024,False
CVE-2024-52051,0.00103,0.2779,2024,False
CVE-2024-52052,0.03522,0.8788,2024,False
CVE-2024-52053,0.00759,0.73721,2024,False
CVE-2024-52054,0.00204,0.42561,2024,False
CVE-2024-52055,0.00184,0.39963,2024,False
CVE-2024-52056,0.00167,0.37596,2024,False
CVE-2024-52057,0.00732,0.73118,2024,False
CVE-2024-52058,0.00695,0.72329,2024,False
CVE-2024-52059,0.0035,0.57779,2024,False
CVE-2024-52060,0.00686,0.72133,2024,False
CVE-2024-52061,0.01154,0.78892,2024,False
CVE-2024-52062,0.00293,0.5299,2024,False
CVE-2024-52063,0.00608,0.70124,2024,False
CVE-2024-52064,0.00208,0.43296,2024,False
CVE-2024-52065,0.00208,0.43296,2024,False
CVE-2024-52066,0.0066,0.71525,2024,False
CVE-2024-52067,0.00037,0.11354,2024,False
CVE-2024-52268,0.00543,0.68122,2024,False
CVE-2024-52269,0.00177,0.38989,2024,False
CVE-2024-52270,0.00078,0.23298,2024,False
CVE-2024-52271,0.00077,0.2305,2024,False
CVE-2024-52272,0.00223,0.45072,2024,False
CVE-2024-52273,0.00223,0.45073,2024,False
CVE-2024-52274,0.00292,0.52885,2024,False
CVE-2024-52275,0.00323,0.55724,2024,False
CVE-2024-52276,0.00193,0.41112,2024,False
CVE-2024-52277,0.00077,0.2305,2024,False
CVE-2024-52279,0.01124,0.78637,2024,False
CVE-2024-52280,0.00207,0.43113,2024,False
CVE-2024-52281,0.00011,0.01559,2024,False
CVE-2024-52282,0.00126,0.31414,2024,False
CVE-2024-52283,0.00066,0.20576,2024,False
CVE-2024-52284,0.00042,0.13324,2024,False
CVE-2024-52285,0.00316,0.55067,2024,False
CVE-2024-52286,0.00225,0.45329,2024,False
CVE-2024-52287,0.00304,0.54033,2024,False
CVE-2024-52288,0.00052,0.16563,2024,False
CVE-2024-52289,0.03,0.86841,2024,False
CVE-2024-52290,0.00172,0.3824,2024,False
CVE-2024-52291,0.00128,0.31722,2024,False
CVE-2024-52292,0.00428,0.62805,2024,False
CVE-2024-52293,0.21994,0.95885,2024,False
CVE-2024-52294,0.00115,0.29906,2024,False
CVE-2024-52295,0.00692,0.72263,2024,False
CVE-2024-52296,0.00127,0.31657,2024,False
CVE-2024-52297,0.00601,0.69892,2024,False
CVE-2024-52298,0.00461,0.64525,2024,False
CVE-2024-52299,0.0022,0.44722,2024,False
CVE-2024-52300,0.00884,0.7582,2024,False
CVE-2024-52301,0.65712,0.98521,2024,False
CVE-2024-52302,0.07457,0.91915,2024,False
CVE-2024-52303,0.00421,0.62338,2024,False
CVE-2024-52304,0.0042,0.62299,2024,False
CVE-2024-52305,0.00138,0.33569,2024,False
CVE-2024-52306,0.04958,0.89854,2024,False
CVE-2024-52307,0.00315,0.5492,2024,False
CVE-2024-52308,0.07533,0.91969,2024,False
CVE-2024-52309,0.00081,0.24031,2024,False
CVE-2024-52311,0.00313,0.54796,2024,False
CVE-2024-52312,0.00119,0.30429,2024,False
CVE-2024-52313,0.00273,0.50971,2024,False
CVE-2024-52314,0.00241,0.47558,2024,False
CVE-2024-52316,0.01982,0.83919,2024,False
CVE-2024-52317,0.21066,0.95762,2024,False
CVE-2024-52318,0.15467,0.94794,2024,False
CVE-2024-52319,0.00014,0.02762,2024,False
CVE-2024-52320,0.03003,0.8685,2024,False
CVE-2024-52321,0.00397,0.60872,2024,False
CVE-2024-52322,0.00158,0.36391,2024,False
CVE-2024-52323,0.0089,0.75934,2024,False
CVE-2024-52324,0.00131,0.32183,2024,False
CVE-2024-52325,0.00628,0.70675,2024,False
CVE-2024-52327,0.00111,0.29204,2024,False
CVE-2024-52328,0.00035,0.10651,2024,False
CVE-2024-52329,0.00673,0.71833,2024,False
CVE-2024-52330,0.00664,0.71627,2024,False
CVE-2024-52331,0.00083,0.24312,2024,False
CVE-2024-52332,0.0001,0.01263,2024,False
CVE-2024-52333,0.00101,0.27414,2024,False
CVE-2024-52334,0.00016,0.03909,2024,False
CVE-2024-52335,0.0117,0.79028,2024,False
CVE-2024-52336,0.00028,0.0845,2024,False
CVE-2024-52337,0.00033,0.10284,2024,False
CVE-2024-52338,0.01855,0.83408,2024,False
CVE-2024-52339,0.00231,0.46033,2024,False
CVE-2024-52340,0.00231,0.46033,2024,False
CVE-2024-52341,0.00242,0.47738,2024,False
CVE-2024-52342,0.00242,0.47738,2024,False
CVE-2024-52343,0.00242,0.47738,2024,False
CVE-2024-52344,0.00242,0.47738,2024,False
CVE-2024-52345,0.00231,0.46033,2024,False
CVE-2024-52346,0.00231,0.46033,2024,False
CVE-2024-52347,0.00231,0.46033,2024,False
CVE-2024-52348,0.00231,0.46033,2024,False
CVE-2024-52349,0.00231,0.46033,2024,False
CVE-2024-52350,0.00143,0.34287,2024,False
CVE-2024-52351,0.00143,0.34287,2024,False
CVE-2024-52352,0.00143,0.34287,2024,False
CVE-2024-52353,0.00143,0.34287,2024,False
CVE-2024-52354,0.00143,0.34287,2024,False
CVE-2024-52355,0.00143,0.34287,2024,False
CVE-2024-52356,0.00143,0.34287,2024,False
CVE-2024-52357,0.00143,0.34287,2024,False
CVE-2024-52358,0.00143,0.34287,2024,False
CVE-2024-52359,0.001,0.27331,2024,False
CVE-2024-52360,0.0013,0.32082,2024,False
CVE-2024-52361,0.00071,0.21833,2024,False
CVE-2024-52362,0.00037,0.11425,2024,False
CVE-2024-52363,0.00117,0.30057,2024,False
CVE-2024-52364,0.00518,0.67158,2024,False
CVE-2024-52365,0.00151,0.35417,2024,False
CVE-2024-52366,0.00066,0.20715,2024,False
CVE-2024-52367,0.00143,0.34314,2024,False
CVE-2024-52369,0.00889,0.75912,2024,False
CVE-2024-52370,0.00889,0.75912,2024,False
CVE-2024-52371,0.00384,0.60044,2024,False
CVE-2024-52372,0.00888,0.75893,2024,False
CVE-2024-52373,0.00888,0.75893,2024,False
CVE-2024-52374,0.00888,0.75893,2024,False
CVE-2024-52375,0.60633,0.98319,2024,False
CVE-2024-52376,0.00888,0.75893,2024,False
CVE-2024-52377,0.00888,0.75893,2024,False
CVE-2024-52378,0.01288,0.80008,2024,False
CVE-2024-52379,0.00888,0.75893,2024,False
CVE-2024-52380,0.60352,0.98311,2024,False
CVE-2024-52381,0.03861,0.88445,2024,False
CVE-2024-52382,0.17365,0.95187,2024,False
CVE-2024-52383,0.00305,0.5405,2024,False
CVE-2024-52384,0.00889,0.75912,2024,False
CVE-2024-52385,0.00563,0.68761,2024,False
CVE-2024-52386,0.00647,0.71187,2024,False
CVE-2024-52387,0.00127,0.31681,2024,False
CVE-2024-52388,0.00196,0.41406,2024,False
CVE-2024-52389,0.00211,0.43707,2024,False
CVE-2024-52390,0.00911,0.76228,2024,False
CVE-2024-52391,0.00312,0.5474,2024,False
CVE-2024-52392,0.00134,0.33063,2024,False
CVE-2024-52393,0.00648,0.71228,2024,False
CVE-2024-52394,0.00231,0.46033,2024,False
CVE-2024-52395,0.00336,0.5678,2024,False
CVE-2024-52396,0.00783,0.74127,2024,False
CVE-2024-52397,0.00403,0.61233,2024,False
CVE-2024-52398,0.00403,0.61233,2024,False
CVE-2024-52399,0.00578,0.69265,2024,False
CVE-2024-52400,0.00578,0.69265,2024,False
CVE-2024-52401,0.00275,0.51183,2024,False
CVE-2024-52402,0.18103,0.95309,2024,False
CVE-2024-52403,0.00578,0.69265,2024,False
CVE-2024-52404,0.00578,0.69265,2024,False
CVE-2024-52405,0.00578,0.69265,2024,False
CVE-2024-52406,0.00578,0.69265,2024,False
CVE-2024-52407,0.00578,0.69265,2024,False
CVE-2024-52408,0.00578,0.69265,2024,False
CVE-2024-52409,0.00559,0.68639,2024,False
CVE-2024-52410,0.00559,0.68639,2024,False
CVE-2024-52411,0.00559,0.68639,2024,False
CVE-2024-52412,0.00559,0.68639,2024,False
CVE-2024-52413,0.03778,0.8828,2024,False
CVE-2024-52414,0.00559,0.68639,2024,False
CVE-2024-52415,0.00178,0.39178,2024,False
CVE-2024-52416,0.00152,0.35609,2024,False
CVE-2024-52417,0.00231,0.46003,2024,False
CVE-2024-52418,0.00231,0.46003,2024,False
CVE-2024-52419,0.00211,0.43707,2024,False
CVE-2024-52420,0.0022,0.44723,2024,False
CVE-2024-52421,0.00196,0.41406,2024,False
CVE-2024-52422,0.00211,0.43707,2024,False
CVE-2024-52423,0.00211,0.43707,2024,False
CVE-2024-52424,0.00174,0.38598,2024,False
CVE-2024-52425,0.00211,0.43707,2024,False
CVE-2024-52426,0.00211,0.43707,2024,False
CVE-2024-52427,0.12279,0.94,2024,False
CVE-2024-52428,0.06414,0.91221,2024,False
CVE-2024-52429,0.41142,0.97472,2024,False
CVE-2024-52430,0.32114,0.96923,2024,False
CVE-2024-52431,0.00312,0.54756,2024,False
CVE-2024-52432,0.00643,0.71075,2024,False
CVE-2024-52433,0.80451,0.99151,2024,False
CVE-2024-52434,0.01305,0.80133,2024,False
CVE-2024-52435,0.00296,0.53229,2024,False
CVE-2024-52436,0.00291,0.52829,2024,False
CVE-2024-52437,0.00187,0.40405,2024,False
CVE-2024-52438,0.00187,0.40405,2024,False
CVE-2024-52439,0.00559,0.68639,2024,False
CVE-2024-52440,0.00643,0.71075,2024,False
CVE-2024-52441,0.0065,0.71261,2024,False
CVE-2024-52442,0.00197,0.41536,2024,False
CVE-2024-52443,0.00643,0.71075,2024,False
CVE-2024-52444,0.00339,0.5694,2024,False
CVE-2024-52445,0.00659,0.715,2024,False
CVE-2024-52446,0.00178,0.39178,2024,False
CVE-2024-52447,0.00384,0.60044,2024,False
CVE-2024-52448,0.00645,0.71131,2024,False
CVE-2024-52449,0.00797,0.74382,2024,False
CVE-2024-52450,0.02451,0.85506,2024,False
CVE-2024-52451,0.00084,0.24659,2024,False
CVE-2024-52452,0.00197,0.41576,2024,False
CVE-2024-52453,0.00197,0.41576,2024,False
CVE-2024-52454,0.00197,0.41576,2024,False
CVE-2024-52455,0.00197,0.41576,2024,False
CVE-2024-52456,0.00197,0.41576,2024,False
CVE-2024-52457,0.00197,0.41576,2024,False
CVE-2024-52458,0.00197,0.41576,2024,False
CVE-2024-52459,0.00197,0.41576,2024,False
CVE-2024-52460,0.00197,0.41576,2024,False
CVE-2024-52461,0.00197,0.41576,2024,False
CVE-2024-52462,0.00197,0.41576,2024,False
CVE-2024-52463,0.00197,0.41576,2024,False
CVE-2024-52464,0.00197,0.41576,2024,False
CVE-2024-52465,0.00197,0.41576,2024,False
CVE-2024-52466,0.00089,0.25361,2024,False
CVE-2024-52467,0.00084,0.24633,2024,False
CVE-2024-52468,0.00089,0.25361,2024,False
CVE-2024-52469,0.00089,0.25361,2024,False
CVE-2024-52470,0.00156,0.36113,2024,False
CVE-2024-52471,0.00153,0.35776,2024,False
CVE-2024-52472,0.00156,0.36113,2024,False
CVE-2024-52473,0.00156,0.36113,2024,False
CVE-2024-52474,0.00121,0.3072,2024,False
CVE-2024-52475,0.29068,0.96673,2024,False
CVE-2024-52476,0.00489,0.65934,2024,False
CVE-2024-52477,0.00062,0.19512,2024,False
CVE-2024-52478,0.00081,0.24019,2024,False
CVE-2024-52479,0.00074,0.22541,2024,False
CVE-2024-52480,0.00465,0.64759,2024,False
CVE-2024-52481,0.00386,0.60154,2024,False
CVE-2024-52482,0.00089,0.25361,2024,False
CVE-2024-52483,0.00089,0.25361,2024,False
CVE-2024-52484,0.00089,0.25361,2024,False
CVE-2024-52485,0.00148,0.35134,2024,False
CVE-2024-52486,0.00098,0.26984,2024,False
CVE-2024-52487,0.00098,0.26984,2024,False
CVE-2024-52489,0.00068,0.21265,2024,False
CVE-2024-52490,0.00578,0.69254,2024,False
CVE-2024-52491,0.00068,0.21265,2024,False
CVE-2024-52492,0.00068,0.21265,2024,False
CVE-2024-52493,0.00068,0.21265,2024,False
CVE-2024-52494,0.00068,0.21265,2024,False
CVE-2024-52495,0.00238,0.47075,2024,False
CVE-2024-52496,0.00956,0.76823,2024,False
CVE-2024-52497,0.01128,0.78668,2024,False
CVE-2024-52498,0.0035,0.57794,2024,False
CVE-2024-52499,0.00956,0.76823,2024,False
CVE-2024-52500,0.00098,0.26944,2024,False
CVE-2024-52501,0.01097,0.78378,2024,False
CVE-2024-52502,0.00098,0.26984,2024,False
CVE-2024-52503,0.00098,0.26984,2024,False
CVE-2024-52504,0.00154,0.35877,2024,False
CVE-2024-52505,0.0038,0.59792,2024,False
CVE-2024-52506,0.00394,0.60683,2024,False
CVE-2024-52507,0.00137,0.33474,2024,False
CVE-2024-52508,0.00297,0.53461,2024,False
CVE-2024-52509,0.00316,0.55048,2024,False
CVE-2024-52510,0.00491,0.66006,2024,False
CVE-2024-52511,0.00197,0.41547,2024,False
CVE-2024-52512,0.00545,0.68172,2024,False
CVE-2024-52513,0.00572,0.691,2024,False
CVE-2024-52514,0.00321,0.55474,2024,False
CVE-2024-52515,0.01491,0.81415,2024,False
CVE-2024-52516,0.00575,0.69169,2024,False
CVE-2024-52517,0.00746,0.73457,2024,False
CVE-2024-52518,0.0012,0.30539,2024,False
CVE-2024-52519,0.0134,0.8037,2024,False
CVE-2024-52520,0.01327,0.8029,2024,False
CVE-2024-52521,0.00771,0.73939,2024,False
CVE-2024-52522,0.00028,0.08296,2024,False
CVE-2024-52523,0.00533,0.67779,2024,False
CVE-2024-52524,0.01994,0.83974,2024,False
CVE-2024-52525,0.0074,0.73332,2024,False
CVE-2024-52526,0.01189,0.79183,2024,False
CVE-2024-52528,0.00145,0.3465,2024,False
CVE-2024-52529,0.00084,0.24596,2024,False
CVE-2024-52530,0.00366,0.58952,2024,False
CVE-2024-52531,0.0015,0.35336,2024,False
CVE-2024-52532,0.00204,0.42428,2024,False
CVE-2024-52533,0.03091,0.87054,2024,False
CVE-2024-52534,0.00037,0.11402,2024,False
CVE-2024-52535,0.00361,0.58583,2024,False
CVE-2024-52537,0.00063,0.19877,2024,False
CVE-2024-52538,0.00272,0.50917,2024,False
CVE-2024-52541,0.00044,0.1401,2024,False
CVE-2024-52542,0.00115,0.29814,2024,False
CVE-2024-52543,0.00021,0.06031,2024,False
CVE-2024-52544,0.00948,0.76731,2024,False
CVE-2024-52545,0.00587,0.69528,2024,False
CVE-2024-52546,0.00308,0.54322,2024,False
CVE-2024-52547,0.00549,0.68327,2024,False
CVE-2024-52548,0.00012,0.01641,2024,False
CVE-2024-52549,0.00276,0.51287,2024,False
CVE-2024-52550,0.014,0.80787,2024,False
CVE-2024-52551,0.00549,0.68327,2024,False
CVE-2024-52552,0.04045,0.88731,2024,False
CVE-2024-52553,0.00374,0.59433,2024,False
CVE-2024-52554,0.00529,0.67573,2024,False
CVE-2024-52555,4e-05,0.00152,2024,False
CVE-2024-52557,0.0002,0.0573,2024,False
CVE-2024-52558,0.00171,0.38105,2024,False
CVE-2024-52559,0.0001,0.01181,2024,False
CVE-2024-52560,0.00049,0.15572,2024,False
CVE-2024-52561,0.00183,0.39837,2024,False
CVE-2024-52564,0.00138,0.33561,2024,False
CVE-2024-52565,0.00134,0.33013,2024,False
CVE-2024-52566,0.00134,0.33013,2024,False
CVE-2024-52567,0.00176,0.38851,2024,False
CVE-2024-52568,0.00148,0.35079,2024,False
CVE-2024-52569,0.00134,0.33013,2024,False
CVE-2024-52570,0.00134,0.33013,2024,False
CVE-2024-52571,0.00134,0.33013,2024,False
CVE-2024-52572,0.00134,0.33013,2024,False
CVE-2024-52573,0.00134,0.33013,2024,False
CVE-2024-52574,0.00176,0.38851,2024,False
CVE-2024-52577,0.02584,0.85878,2024,False
CVE-2024-52579,0.00172,0.38247,2024,False
CVE-2024-52581,0.00445,0.63799,2024,False
CVE-2024-52582,0.00103,0.27886,2024,False
CVE-2024-52583,0.00229,0.45744,2024,False
CVE-2024-52584,0.0033,0.56243,2024,False
CVE-2024-52585,0.00729,0.73059,2024,False
CVE-2024-52586,0.0006,0.18925,2024,False
CVE-2024-52587,0.02005,0.84024,2024,False
CVE-2024-52588,0.00321,0.55449,2024,False
CVE-2024-52589,0.00411,0.61774,2024,False
CVE-2024-52590,0.00243,0.47785,2024,False
CVE-2024-52591,0.00171,0.38208,2024,False
CVE-2024-52592,0.00366,0.58945,2024,False
CVE-2024-52593,0.00278,0.5155,2024,False
CVE-2024-52594,0.00109,0.28796,2024,False
CVE-2024-52595,0.005,0.6635,2024,False
CVE-2024-52596,0.00218,0.44529,2024,False
CVE-2024-52597,0.00831,0.74952,2024,False
CVE-2024-52598,0.00165,0.37373,2024,False
CVE-2024-52599,0.00162,0.36881,2024,False
CVE-2024-52600,0.00386,0.60165,2024,False
CVE-2024-52601,0.00199,0.4192,2024,False
CVE-2024-52602,0.0012,0.30617,2024,False
CVE-2024-52606,0.0044,0.63557,2024,False
CVE-2024-52611,0.00195,0.41333,2024,False
CVE-2024-52612,0.0045,0.64007,2024,False
CVE-2024-52613,0.00088,0.25203,2024,False
CVE-2024-52614,0.00067,0.20968,2024,False
CVE-2024-52615,0.00068,0.21153,2024,False
CVE-2024-52616,0.00083,0.24422,2024,False
CVE-2024-52675,0.00268,0.50505,2024,False
CVE-2024-52676,0.00155,0.36062,2024,False
CVE-2024-52677,0.00201,0.42202,2024,False
CVE-2024-52680,0.00178,0.39192,2024,False
CVE-2024-52701,0.00914,0.76289,2024,False
CVE-2024-52702,0.0101,0.77478,2024,False
CVE-2024-52711,0.03236,0.87338,2024,False
CVE-2024-52714,0.00462,0.64619,2024,False
CVE-2024-52723,0.00313,0.54781,2024,False
CVE-2024-52724,0.00261,0.49704,2024,False
CVE-2024-52725,0.00173,0.38471,2024,False
CVE-2024-52726,0.32117,0.96924,2024,False
CVE-2024-52732,0.00285,0.52256,2024,False
CVE-2024-52739,0.04537,0.89376,2024,False
CVE-2024-52754,0.00189,0.40569,2024,False
CVE-2024-52755,0.00482,0.6557,2024,False
CVE-2024-52757,0.00077,0.23069,2024,False
CVE-2024-52759,0.06018,0.90885,2024,False
CVE-2024-52762,0.0194,0.83778,2024,False
CVE-2024-52763,0.00602,0.69921,2024,False
CVE-2024-52765,0.38573,0.97331,2024,False
CVE-2024-52769,0.00201,0.4211,2024,False
CVE-2024-52770,0.00304,0.5404,2024,False
CVE-2024-52771,0.00403,0.61268,2024,False
CVE-2024-52777,0.02736,0.86264,2024,False
