cell_K,seed,window,n_pairs,n_auto,n_review,n_defer,n_acted,n_success,n_rollback,n_deferred_at_act,rollback_rate,cascade_detected,halt_triggered,mttr_avg_windows,coverage_to_date,strategy
30,119,4,1634,0,30,1604,30,25,2,3,0.0667,False,False,0.0,0.9904,Human-in-loop
30,119,5,1614,0,30,1584,30,26,3,1,0.1,False,False,0.0,0.9923,Human-in-loop
30,119,6,1595,0,30,1565,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,119,7,1569,0,30,1539,30,27,1,2,0.0333,False,False,0.0,1.0,Human-in-loop
30,119,8,1545,0,30,1515,30,26,2,2,0.0667,False,False,0.0,1.0,Human-in-loop
30,119,9,1521,0,30,1491,30,25,3,2,0.1,False,False,0.0,1.0,Human-in-loop
30,119,10,1499,0,30,1469,30,27,1,2,0.0333,False,False,0.0,1.0,Human-in-loop
30,119,11,1473,0,30,1443,30,27,3,0,0.1,False,False,0.0,1.0,Human-in-loop
30,119,12,1449,0,30,1419,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,120,1,1803,0,30,1773,30,29,0,1,0.0,False,False,0.0,0.5273,Human-in-loop
30,120,2,1778,0,30,1748,30,25,2,3,0.0667,False,False,0.0,0.9643,Human-in-loop
30,120,3,1758,0,30,1728,30,26,1,3,0.0333,False,False,0.0,1.0,Human-in-loop
30,120,4,1732,0,30,1702,30,28,0,2,0.0,False,False,0.0,1.0,Human-in-loop
30,120,5,1708,0,30,1678,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,120,6,1684,0,30,1654,30,29,0,1,0.0,False,False,0.0,1.0,Human-in-loop
30,120,7,1658,0,30,1628,30,28,0,2,0.0,False,False,0.0,1.0,Human-in-loop
30,120,8,1633,0,30,1603,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,120,9,1606,0,30,1576,30,27,1,2,0.0333,False,False,0.0,1.0,Human-in-loop
30,120,10,1579,0,30,1549,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,120,11,1553,0,30,1523,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,120,12,1528,0,30,1498,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,121,1,1734,0,30,1704,30,28,1,1,0.0333,False,False,0.0,0.5091,Human-in-loop
30,121,2,1709,0,30,1679,30,28,2,0,0.0667,False,False,0.0,0.9492,Human-in-loop
30,121,3,1685,0,30,1655,30,28,0,2,0.0,False,False,0.0,1.0,Human-in-loop
30,121,4,1662,0,30,1632,30,28,0,2,0.0,False,False,0.0,1.0,Human-in-loop
30,121,5,1634,0,30,1604,30,28,0,2,0.0,False,False,0.0,1.0,Human-in-loop
30,121,6,1610,0,30,1580,30,27,2,1,0.0667,False,False,0.0,1.0,Human-in-loop
30,121,7,1586,0,30,1556,30,29,0,1,0.0,False,False,0.0,1.0,Human-in-loop
30,121,8,1558,0,30,1528,30,29,0,1,0.0,False,False,0.0,1.0,Human-in-loop
30,121,9,1533,0,30,1503,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,121,10,1509,0,30,1479,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,121,11,1484,0,30,1454,30,30,0,0,0.0,False,False,0.0,1.0,Human-in-loop
30,121,12,1459,0,30,1429,30,28,0,2,0.0,False,False,0.0,1.0,Human-in-loop
30,122,1,1855,0,30,1825,30,29,0,1,0.0,False,False,0.0,0.4754,Human-in-loop
30,122,2,1829,0,30,1799,30,27,1,2,0.0333,False,False,0.0,0.9492,Human-in-loop
30,122,3,1805,0,30,1775,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,122,4,1778,0,30,1748,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,122,5,1751,0,30,1721,30,28,0,2,0.0,False,False,0.0,1.0,Human-in-loop
30,122,6,1723,0,30,1693,30,29,0,1,0.0,False,False,0.0,1.0,Human-in-loop
30,122,7,1699,0,30,1669,30,27,2,1,0.0667,False,False,0.0,1.0,Human-in-loop
30,122,8,1677,0,30,1647,30,25,1,4,0.0333,False,False,0.0,1.0,Human-in-loop
30,122,9,1655,0,30,1625,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,122,10,1629,0,30,1599,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,122,11,1603,0,30,1573,30,25,3,2,0.1,False,False,0.0,1.0,Human-in-loop
30,122,12,1578,0,30,1548,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,123,1,1709,0,30,1679,30,27,2,1,0.0667,False,False,0.0,0.6136,Human-in-loop
30,123,2,1687,0,30,1657,30,28,1,1,0.0333,False,False,0.0,0.9483,Human-in-loop
30,123,3,1664,0,30,1634,30,27,1,2,0.0333,False,False,0.0,1.0,Human-in-loop
30,123,4,1641,0,30,1611,30,27,3,0,0.1,False,False,0.0,1.0,Human-in-loop
30,123,5,1617,0,30,1587,30,26,2,2,0.0667,False,False,0.0,1.0,Human-in-loop
30,123,6,1594,0,30,1564,30,27,1,2,0.0333,False,False,0.0,1.0,Human-in-loop
30,123,7,1571,0,30,1541,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,123,8,1548,0,30,1518,30,27,2,1,0.0667,False,False,0.0,1.0,Human-in-loop
30,123,9,1527,0,30,1497,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,123,10,1500,0,30,1470,30,29,0,1,0.0,False,False,0.0,1.0,Human-in-loop
30,123,11,1475,0,30,1445,30,27,2,1,0.0667,False,False,0.0,1.0,Human-in-loop
30,123,12,1451,0,30,1421,30,26,4,0,0.1333,False,False,0.0,1.0,Human-in-loop
30,124,1,1673,0,30,1643,30,26,2,2,0.0667,False,False,0.0,0.5,Human-in-loop
30,124,2,1649,0,30,1619,30,28,2,0,0.0667,False,False,0.0,0.931,Human-in-loop
30,124,3,1626,0,30,1596,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,124,4,1599,0,30,1569,30,25,3,2,0.1,False,False,0.0,1.0,Human-in-loop
30,124,5,1576,0,30,1546,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,124,6,1550,0,30,1520,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,124,7,1524,0,30,1494,30,29,0,1,0.0,False,False,0.0,1.0,Human-in-loop
30,124,8,1499,0,30,1469,30,25,1,4,0.0333,False,False,0.0,1.0,Human-in-loop
30,124,9,1476,0,30,1446,30,26,3,1,0.1,False,False,0.0,1.0,Human-in-loop
30,124,10,1455,0,30,1425,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,124,11,1429,0,30,1399,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,124,12,1402,0,30,1372,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,125,1,1741,0,30,1711,30,30,0,0,0.0,False,False,0.0,0.5769,Human-in-loop
30,125,2,1713,0,30,1683,30,25,1,4,0.0333,False,False,0.0,0.9821,Human-in-loop
30,125,3,1692,0,30,1662,30,28,0,2,0.0,False,False,0.0,0.9881,Human-in-loop
30,125,4,1666,0,30,1636,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,125,5,1641,0,30,1611,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,125,6,1616,0,30,1586,30,24,2,4,0.0667,False,False,0.0,1.0,Human-in-loop
30,125,7,1592,0,30,1562,30,27,2,1,0.0667,False,False,0.0,1.0,Human-in-loop
30,125,8,1566,0,30,1536,30,29,0,1,0.0,False,False,0.0,1.0,Human-in-loop
30,125,9,1540,0,30,1510,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,125,10,1518,0,30,1488,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,125,11,1496,0,30,1466,30,29,0,1,0.0,False,False,0.0,1.0,Human-in-loop
30,125,12,1469,0,30,1439,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,126,1,1706,0,30,1676,30,29,1,0,0.0333,False,False,0.0,0.5,Human-in-loop
30,126,2,1680,0,30,1650,30,25,2,3,0.0667,False,False,0.0,0.9643,Human-in-loop
30,126,3,1657,0,30,1627,30,29,0,1,0.0,False,False,0.0,0.9765,Human-in-loop
30,126,4,1633,0,30,1603,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,126,5,1613,0,30,1583,30,27,3,0,0.1,False,False,0.0,1.0,Human-in-loop
30,126,6,1589,0,30,1559,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,126,7,1566,0,30,1536,30,30,0,0,0.0,False,False,0.0,0.9949,Human-in-loop
30,126,8,1538,0,30,1508,30,27,2,1,0.0667,False,False,0.0,1.0,Human-in-loop
30,126,9,1513,0,30,1483,30,26,4,0,0.1333,False,False,0.0,1.0,Human-in-loop
30,126,10,1492,0,30,1462,30,29,1,0,0.0333,False,False,0.0,0.9964,Human-in-loop
30,126,11,1466,0,30,1436,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,126,12,1437,0,30,1407,30,26,3,1,0.1,False,False,0.0,1.0,Human-in-loop
30,127,1,1747,0,30,1717,30,28,2,0,0.0667,False,False,0.0,0.5833,Human-in-loop
30,127,2,1721,0,30,1691,30,29,1,0,0.0333,False,False,0.0,0.95,Human-in-loop
30,127,3,1696,0,30,1666,30,28,0,2,0.0,False,False,0.0,0.9884,Human-in-loop
30,127,4,1674,0,30,1644,30,26,2,2,0.0667,False,False,0.0,1.0,Human-in-loop
30,127,5,1654,0,30,1624,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,127,6,1626,0,30,1596,30,27,3,0,0.1,False,False,0.0,1.0,Human-in-loop
30,127,7,1602,0,30,1572,30,25,4,1,0.1333,False,False,0.0,1.0,Human-in-loop
30,127,8,1582,0,30,1552,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,127,9,1556,0,30,1526,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,127,10,1529,0,30,1499,30,29,0,1,0.0,False,False,0.0,1.0,Human-in-loop
30,127,11,1505,0,30,1475,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,127,12,1480,0,30,1450,30,28,2,0,0.0667,False,False,0.0,1.0,Human-in-loop
30,128,1,1752,0,30,1722,30,27,3,0,0.1,False,False,0.0,0.587,Human-in-loop
30,128,2,1728,0,30,1698,30,29,0,1,0.0,False,False,0.0,0.9655,Human-in-loop
30,128,3,1702,0,30,1672,30,30,0,0,0.0,False,False,0.0,1.0,Human-in-loop
30,128,4,1675,0,30,1645,30,26,3,1,0.1,False,False,0.0,1.0,Human-in-loop
30,128,5,1653,0,30,1623,30,24,3,3,0.1,False,False,0.0,1.0,Human-in-loop
30,128,6,1630,0,30,1600,30,26,2,2,0.0667,False,False,0.0,1.0,Human-in-loop
30,128,7,1607,0,30,1577,30,27,2,1,0.0667,False,False,0.0,1.0,Human-in-loop
30,128,8,1582,0,30,1552,30,26,1,3,0.0333,False,False,0.0,1.0,Human-in-loop
30,128,9,1558,0,30,1528,30,27,1,2,0.0333,False,False,0.0,1.0,Human-in-loop
30,128,10,1536,0,30,1506,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,128,11,1512,0,30,1482,30,27,2,1,0.0667,False,False,0.0,1.0,Human-in-loop
30,128,12,1489,0,30,1459,30,26,2,2,0.0667,False,False,0.0,1.0,Human-in-loop
30,129,1,1790,0,30,1760,30,26,3,1,0.1,False,False,0.0,0.4906,Human-in-loop
30,129,2,1767,0,30,1737,30,27,1,2,0.0333,False,False,0.0,0.9298,Human-in-loop
30,129,3,1742,0,30,1712,30,28,1,1,0.0333,False,False,0.0,0.9878,Human-in-loop
30,129,4,1717,0,30,1687,30,27,2,1,0.0667,False,False,0.0,1.0,Human-in-loop
30,129,5,1691,0,30,1661,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,129,6,1669,0,30,1639,30,27,2,1,0.0667,False,False,0.0,1.0,Human-in-loop
30,129,7,1644,0,30,1614,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,129,8,1616,0,30,1586,30,27,3,0,0.1,False,False,0.0,1.0,Human-in-loop
30,129,9,1595,0,30,1565,30,28,1,1,0.0333,False,False,0.0,1.0,Human-in-loop
30,129,10,1569,0,30,1539,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,129,11,1543,0,30,1513,30,29,1,0,0.0333,False,False,0.0,1.0,Human-in-loop
30,129,12,1516,0,30,1486,30,30,0,0,0.0,False,False,0.0,1.0,Human-in-loop
100,105,1,1722,100,0,1622,100,94,4,2,0.04,False,False,0.0,0.7966,Fixed-policy
100,105,2,1629,100,0,1529,100,93,4,3,0.04,False,False,0.0,0.9947,Fixed-policy
100,105,3,1536,100,0,1436,100,90,7,3,0.07,False,False,0.0,1.0,Fixed-policy
100,105,4,1448,100,0,1348,100,92,5,3,0.05,False,False,0.0,0.9973,Fixed-policy
100,105,5,1357,100,0,1257,100,96,2,2,0.02,False,False,0.0,1.0,Fixed-policy
100,105,6,1266,100,0,1166,100,94,4,2,0.04,False,False,0.0,1.0,Fixed-policy
100,105,7,1173,100,0,1073,100,89,5,6,0.05,False,False,0.0,1.0,Fixed-policy
100,105,8,1087,100,0,987,100,95,3,2,0.03,False,False,0.0,1.0,Fixed-policy
100,105,9,996,100,0,896,100,93,4,3,0.04,False,False,0.0,1.0,Fixed-policy
100,105,10,906,100,0,806,100,97,2,1,0.02,False,False,0.0,1.0,Fixed-policy
100,105,11,812,100,0,712,100,91,6,3,0.06,False,False,0.0,1.0,Fixed-policy
100,105,12,727,100,0,627,100,90,4,6,0.04,False,False,0.0,1.0,Fixed-policy
100,106,1,1742,100,0,1642,100,92,5,3,0.05,False,False,0.0,0.7188,Fixed-policy
100,106,2,1653,100,0,1553,100,92,3,5,0.03,False,False,0.0,0.9735,Fixed-policy
100,106,3,1562,100,0,1462,100,95,3,2,0.03,False,False,0.0,1.0,Fixed-policy
100,106,4,1470,100,0,1370,100,95,3,2,0.03,False,False,0.0,0.9973,Fixed-policy
100,106,5,1378,100,0,1278,100,86,9,5,0.09,False,False,0.0,1.0,Fixed-policy
100,106,6,1293,100,0,1193,100,93,5,2,0.05,False,False,0.0,1.0,Fixed-policy
100,106,7,1205,100,0,1105,100,95,2,3,0.02,False,False,0.0,0.9985,Fixed-policy
100,106,8,1115,100,0,1015,100,89,5,6,0.05,False,False,0.0,1.0,Fixed-policy
100,106,9,1028,100,0,928,100,94,2,4,0.02,False,False,0.0,1.0,Fixed-policy
100,106,10,936,100,0,836,100,93,5,2,0.05,False,False,0.0,1.0,Fixed-policy
100,106,11,847,100,0,747,100,96,2,2,0.02,False,False,0.0,1.0,Fixed-policy
100,106,12,752,100,0,652,100,88,7,5,0.07,False,False,0.0,1.0,Fixed-policy
100,107,1,1758,100,0,1658,100,93,3,4,0.03,False,False,0.0,0.7949,Fixed-policy
100,107,2,1668,100,0,1568,100,90,5,5,0.05,False,False,0.0,0.9946,Fixed-policy
100,107,3,1580,100,0,1480,100,95,1,4,0.01,False,False,0.0,1.0,Fixed-policy
100,107,4,1488,100,0,1388,100,93,4,3,0.04,False,False,0.0,1.0,Fixed-policy
100,107,5,1397,100,0,1297,100,94,5,1,0.05,False,False,0.0,1.0,Fixed-policy
100,107,6,1307,100,0,1207,100,88,7,5,0.07,False,False,0.0,1.0,Fixed-policy
100,107,7,1225,100,0,1125,100,92,5,3,0.05,False,False,0.0,1.0,Fixed-policy
100,107,8,1134,100,0,1034,100,92,6,2,0.06,False,False,0.0,1.0,Fixed-policy
100,107,9,1042,100,0,942,100,93,4,3,0.04,False,False,0.0,1.0,Fixed-policy
100,107,10,949,100,0,849,100,96,2,2,0.02,False,False,0.0,1.0,Fixed-policy
100,107,11,860,100,0,760,100,91,6,3,0.06,False,False,0.0,1.0,Fixed-policy
100,107,12,772,100,0,672,100,94,3,3,0.03,False,False,0.0,1.0,Fixed-policy
100,108,1,1725,100,0,1625,100,92,4,4,0.04,False,False,0.0,0.7863,Fixed-policy
100,108,2,1640,100,0,1540,100,90,8,2,0.08,False,False,0.0,0.9838,Fixed-policy
100,108,3,1552,100,0,1452,100,93,3,4,0.03,False,False,0.0,1.0,Fixed-policy
100,108,4,1462,100,0,1362,100,92,5,3,0.05,False,False,0.0,1.0,Fixed-policy
100,108,5,1374,100,0,1274,100,95,2,3,0.02,False,False,0.0,1.0,Fixed-policy
100,108,6,1281,100,0,1181,100,92,4,4,0.04,False,False,0.0,1.0,Fixed-policy
100,108,7,1191,100,0,1091,100,93,3,4,0.03,False,False,0.0,1.0,Fixed-policy
100,108,8,1101,100,0,1001,100,90,6,4,0.06,False,False,0.0,1.0,Fixed-policy
100,108,9,1011,100,0,911,100,94,2,4,0.02,False,False,0.0,1.0,Fixed-policy
100,108,10,921,100,0,821,100,92,5,3,0.05,False,False,0.0,1.0,Fixed-policy
100,108,11,833,100,0,733,100,95,4,1,0.04,False,False,0.0,1.0,Fixed-policy
100,108,12,743,100,0,643,100,86,13,1,0.13,False,False,0.0,1.0,Fixed-policy
100,109,1,1724,100,0,1624,100,93,4,3,0.04,False,False,0.0,0.7949,Fixed-policy
100,109,2,1634,100,0,1534,100,92,5,3,0.05,False,False,0.0,1.0,Fixed-policy
100,109,3,1544,100,0,1444,100,93,3,4,0.03,False,False,0.0,1.0,Fixed-policy
100,109,4,1454,100,0,1354,100,94,5,1,0.05,False,False,0.0,1.0,Fixed-policy
100,109,5,1363,100,0,1263,100,89,7,4,0.07,False,False,0.0,1.0,Fixed-policy
100,109,6,1279,100,0,1179,100,96,3,1,0.03,False,False,0.0,1.0,Fixed-policy
100,109,7,1186,100,0,1086,100,94,4,2,0.04,False,False,0.0,1.0,Fixed-policy
100,109,8,1093,100,0,993,100,94,5,1,0.05,False,False,0.0,1.0,Fixed-policy
100,109,9,1003,100,0,903,100,95,4,1,0.04,False,False,0.0,1.0,Fixed-policy
100,109,10,909,100,0,809,100,89,10,1,0.1,False,False,0.0,1.0,Fixed-policy
100,109,11,824,100,0,724,100,94,6,0,0.06,False,False,0.0,1.0,Fixed-policy
100,109,12,734,100,0,634,100,92,6,2,0.06,False,False,0.0,0.9991,Fixed-policy
100,110,1,1741,100,0,1641,100,92,3,5,0.03,False,False,0.0,0.8142,Fixed-policy
100,110,2,1650,100,0,1550,100,94,5,1,0.05,False,False,0.0,0.9894,Fixed-policy
100,110,3,1558,100,0,1458,100,88,7,5,0.07,False,False,0.0,1.0,Fixed-policy
100,110,4,1472,100,0,1372,100,94,4,2,0.04,False,False,0.0,1.0,Fixed-policy
100,110,5,1381,100,0,1281,100,88,9,3,0.09,False,False,0.0,1.0,Fixed-policy
100,110,6,1294,100,0,1194,100,93,5,2,0.05,False,False,0.0,1.0,Fixed-policy
100,110,7,1204,100,0,1104,100,90,3,7,0.03,False,False,0.0,1.0,Fixed-policy
100,110,8,1118,100,0,1018,100,96,2,2,0.02,False,False,0.0,1.0,Fixed-policy
100,110,9,1026,100,0,926,100,96,3,1,0.03,False,False,0.0,1.0,Fixed-policy
100,110,10,933,100,0,833,100,93,5,2,0.05,False,False,0.0,1.0,Fixed-policy
100,110,11,842,100,0,742,100,85,10,5,0.1,False,False,0.0,1.0,Fixed-policy
100,110,12,760,100,0,660,100,92,5,3,0.05,False,False,0.0,1.0,Fixed-policy
100,111,1,1694,100,0,1594,100,91,6,3,0.06,False,False,0.0,0.7982,Fixed-policy
100,111,2,1603,100,0,1503,100,92,4,4,0.04,False,False,0.0,0.9892,Fixed-policy
100,111,3,1514,100,0,1414,100,91,5,4,0.05,False,False,0.0,0.9964,Fixed-policy
100,111,4,1429,100,0,1329,100,92,7,1,0.07,False,False,0.0,0.9973,Fixed-policy
100,111,5,1342,100,0,1242,100,96,2,2,0.02,False,False,0.0,1.0,Fixed-policy
100,111,6,1250,100,0,1150,100,96,3,1,0.03,False,False,0.0,1.0,Fixed-policy
100,111,7,1158,100,0,1058,100,93,4,3,0.04,False,False,0.0,1.0,Fixed-policy
100,111,8,1068,100,0,968,100,95,3,2,0.03,False,False,0.0,1.0,Fixed-policy
100,111,9,976,100,0,876,100,89,8,3,0.08,False,False,0.0,1.0,Fixed-policy
100,111,10,892,100,0,792,100,93,5,2,0.05,False,False,0.0,0.9989,Fixed-policy
100,111,11,800,100,0,700,100,94,5,1,0.05,False,False,0.0,1.0,Fixed-policy
100,111,12,710,100,0,610,100,92,5,3,0.05,False,False,0.0,1.0,Fixed-policy
100,112,1,1768,100,0,1668,100,93,4,3,0.04,False,False,0.0,0.8455,Fixed-policy
100,112,2,1676,100,0,1576,100,95,4,1,0.04,False,False,0.0,0.9895,Fixed-policy
100,112,3,1583,100,0,1483,100,90,5,5,0.05,False,False,0.0,1.0,Fixed-policy
100,112,4,1502,100,0,1402,100,89,7,4,0.07,False,False,0.0,1.0,Fixed-policy
100,112,5,1417,100,0,1317,100,88,7,5,0.07,False,False,0.0,1.0,Fixed-policy
100,112,6,1334,100,0,1234,100,90,6,4,0.06,False,False,0.0,1.0,Fixed-policy
100,112,7,1247,100,0,1147,100,93,3,4,0.03,False,False,0.0,1.0,Fixed-policy
100,112,8,1158,100,0,1058,100,98,2,0,0.02,False,False,0.0,1.0,Fixed-policy
100,112,9,1061,100,0,961,100,90,4,6,0.04,False,False,0.0,1.0,Fixed-policy
100,112,10,974,100,0,874,100,90,5,5,0.05,False,False,0.0,1.0,Fixed-policy
100,112,11,887,100,0,787,100,94,3,3,0.03,False,False,0.0,1.0,Fixed-policy
100,112,12,796,100,0,696,100,96,2,2,0.02,False,False,0.0,1.0,Fixed-policy
100,113,1,1730,100,0,1630,100,98,2,0,0.02,False,False,0.0,0.8099,Fixed-policy
100,113,2,1634,100,0,1534,100,90,8,2,0.08,False,False,0.0,0.9947,Fixed-policy
100,113,3,1547,100,0,1447,100,91,6,3,0.06,False,False,0.0,1.0,Fixed-policy
100,113,4,1458,100,0,1358,100,91,5,4,0.05,False,False,0.0,1.0,Fixed-policy
100,113,5,1369,100,0,1269,100,89,6,5,0.06,False,False,0.0,1.0,Fixed-policy
100,113,6,1283,100,0,1183,100,88,9,3,0.09,False,False,0.0,1.0,Fixed-policy
100,113,7,1197,100,0,1097,100,91,5,4,0.05,False,False,0.0,1.0,Fixed-policy
100,113,8,1112,100,0,1012,100,84,11,5,0.11,False,False,0.0,1.0,Fixed-policy
100,113,9,1030,100,0,930,100,93,3,4,0.03,False,False,0.0,1.0,Fixed-policy
100,113,10,937,100,0,837,100,92,6,2,0.06,False,False,0.0,1.0,Fixed-policy
100,113,11,847,100,0,747,100,95,4,1,0.04,False,False,0.0,1.0,Fixed-policy
100,113,12,755,100,0,655,100,92,4,4,0.04,False,False,0.0,1.0,Fixed-policy
100,114,1,1808,100,0,1708,100,88,9,3,0.09,False,False,0.0,0.7586,Fixed-policy
100,114,2,1728,100,0,1628,100,95,4,1,0.04,False,False,0.0,0.9786,Fixed-policy
100,114,3,1635,100,0,1535,100,95,4,1,0.04,False,False,0.0,1.0,Fixed-policy
100,114,4,1543,100,0,1443,100,87,10,3,0.1,False,False,0.0,1.0,Fixed-policy
100,114,5,1459,100,0,1359,100,93,3,4,0.03,False,False,0.0,1.0,Fixed-policy
100,114,6,1367,100,0,1267,100,92,4,4,0.04,False,False,0.0,1.0,Fixed-policy
100,114,7,1277,100,0,1177,100,95,4,1,0.04,False,False,0.0,1.0,Fixed-policy
100,114,8,1184,100,0,1084,100,88,9,3,0.09,False,False,0.0,1.0,Fixed-policy
100,114,9,1097,100,0,997,100,93,4,3,0.04,False,False,0.0,1.0,Fixed-policy
100,114,10,1006,100,0,906,100,88,8,4,0.08,False,False,0.0,1.0,Fixed-policy
100,114,11,922,100,0,822,100,95,3,2,0.03,False,False,0.0,1.0,Fixed-policy
100,114,12,827,100,0,727,100,91,4,5,0.04,False,False,0.0,1.0,Fixed-policy
100,115,1,1645,100,0,1545,100,92,6,2,0.06,False,False,0.0,0.807,Fixed-policy
100,115,2,1556,100,0,1456,100,96,4,0,0.04,False,False,0.0,0.9895,Fixed-policy
100,115,3,1461,100,0,1361,100,91,6,3,0.06,False,False,0.0,0.9964,Fixed-policy
100,115,4,1372,100,0,1272,100,93,5,2,0.05,False,False,0.0,1.0,Fixed-policy
100,115,5,1286,100,0,1186,100,88,8,4,0.08,False,False,0.0,0.9978,Fixed-policy
100,115,6,1201,100,0,1101,100,93,5,2,0.05,False,False,0.0,1.0,Fixed-policy
100,115,7,1111,100,0,1011,100,92,2,6,0.02,False,False,0.0,1.0,Fixed-policy
100,115,8,1021,100,0,921,100,96,2,2,0.02,False,False,0.0,1.0,Fixed-policy
100,115,9,926,100,0,826,100,90,7,3,0.07,False,False,0.0,1.0,Fixed-policy
100,115,10,841,100,0,741,100,91,6,3,0.06,False,False,0.0,1.0,Fixed-policy
100,115,11,752,100,0,652,100,90,7,3,0.07,False,False,0.0,1.0,Fixed-policy
100,115,12,662,100,0,562,100,92,6,2,0.06,False,False,0.0,1.0,Fixed-policy
100,116,1,1776,100,0,1676,100,93,7,0,0.07,False,False,0.0,0.7623,Fixed-policy
100,116,2,1685,100,0,1585,100,94,4,2,0.04,False,False,0.0,0.9791,Fixed-policy
100,116,3,1594,100,0,1494,100,93,6,1,0.06,False,False,0.0,1.0,Fixed-policy
100,116,4,1502,100,0,1402,100,90,6,4,0.06,False,False,0.0,1.0,Fixed-policy
100,116,5,1415,100,0,1315,100,91,4,5,0.04,False,False,0.0,1.0,Fixed-policy
100,116,6,1327,100,0,1227,100,94,4,2,0.04,False,False,0.0,1.0,Fixed-policy
100,116,7,1235,100,0,1135,100,94,4,2,0.04,False,False,0.0,1.0,Fixed-policy
100,116,8,1142,100,0,1042,100,92,4,4,0.04,False,False,0.0,1.0,Fixed-policy
100,116,9,1054,100,0,954,100,88,6,6,0.06,False,False,0.0,0.9988,Fixed-policy
100,116,10,970,100,0,870,100,92,5,3,0.05,False,False,0.0,0.9978,Fixed-policy
100,116,11,881,100,0,781,100,88,7,5,0.07,False,False,0.0,1.0,Fixed-policy
100,116,12,795,100,0,695,100,91,4,5,0.04,False,False,0.0,1.0,Fixed-policy
100,117,1,1829,100,0,1729,100,93,4,3,0.04,False,False,0.0,0.8304,Fixed-policy
100,117,2,1740,100,0,1640,100,88,5,7,0.05,False,False,0.0,0.9837,Fixed-policy
100,117,3,1654,100,0,1554,100,94,3,3,0.03,False,False,0.0,1.0,Fixed-policy
100,117,4,1562,100,0,1462,100,92,5,3,0.05,False,False,0.0,1.0,Fixed-policy
100,117,5,1473,100,0,1373,100,96,4,0,0.04,False,False,0.0,1.0,Fixed-policy
100,117,6,1379,100,0,1279,100,89,7,4,0.07,False,False,0.0,1.0,Fixed-policy
100,117,7,1295,100,0,1195,100,95,5,0,0.05,False,False,0.0,1.0,Fixed-policy
100,117,8,1202,100,0,1102,100,89,10,1,0.1,False,False,0.0,1.0,Fixed-policy
100,117,9,1119,100,0,1019,100,91,8,1,0.08,False,False,0.0,0.9988,Fixed-policy
100,117,10,1030,100,0,930,100,94,4,2,0.04,False,False,0.0,1.0,Fixed-policy
100,117,11,937,100,0,837,100,94,3,3,0.03,False,False,0.0,1.0,Fixed-policy
100,117,12,844,100,0,744,100,87,6,7,0.06,False,False,0.0,1.0,Fixed-policy
100,118,1,1740,100,0,1640,100,94,4,2,0.04,False,False,0.0,0.7642,Fixed-policy
100,118,2,1651,100,0,1551,100,88,3,9,0.03,False,False,0.0,0.9891,Fixed-policy
100,118,3,1563,100,0,1463,100,93,6,1,0.06,False,False,0.0,1.0,Fixed-policy
